,organization_id,name,users.TOTAL,territories,percent
1275,1614,Accueil Ecoute Viroflay,0.0,78,0.0
1278,1617,St Mark's Church,0.0,78,0.0
1247,1565,Ville de Paris | Bibliothèque Sorbier,0.0,75,0.0
1245,1563,Ville de Paris | Bibliothèque Saint-Eloi,0.0,75,0.0
1347,1700,APAJH,0.0,78,0.0
1230,1548,Ville de Paris | Bibliothèque Historique De La Ville De Paris (BHVP),0.0,75,0.0
1219,1537,Ville de Paris | Bibliothèque des Littératures Policières (Bilipo),0.0,75,0.0
1220,1538,Ville de Paris | Bibliothèque Drouot,0.0,75,0.0
1221,1539,Ville de Paris | Bibliothèque du Breuil,0.0,75,0.0
1222,1540,Ville de Paris | Bibliothèque du Cinéma François Truffaut ,0.0,75,0.0
1223,1541,Ville de Paris | Bibliothèque Europe,0.0,75,0.0
1224,1542,Ville de Paris | Bibliothèque Fessart,0.0,75,0.0
1225,1543,Ville de Paris | Bibliothèque Forney,0.0,75,0.0
1228,1546,Ville de Paris | Bibliothèque Hergé,0.0,75,0.0
1229,1547,Ville de Paris | Bibliothèque Heure Joyeuse,0.0,75,0.0
1231,1549,Ville de Paris | Bibliothèque Jacqueline de Romilly,0.0,75,0.0
1244,1562,Ville de Paris | Bibliothèque Robert Sabatier,0.0,75,0.0
1232,1550,Ville de Paris | Bibliothèque Lancry,0.0,75,0.0
1235,1553,Ville de Paris | Bibliothèque Marguerite Audoux,0.0,75,0.0
1236,1554,Ville de Paris | Bibliothèque Maria Rilke,0.0,75,0.0
1237,1555,Ville de Paris | Bibliothèque Maurice Genevoix,0.0,75,0.0
1238,1556,Ville de Paris | Bibliothèque Mohammed Arkoun,0.0,75,0.0
1239,1557,Ville de Paris | Bibliothèque Mortier,0.0,75,0.0
1241,1559,Ville de Paris | Bibliothèque Oscar Wilde,0.0,75,0.0
1242,1560,Ville de Paris | Bibliothèque Parmentier,0.0,75,0.0
1243,1561,Ville de Paris | Bibliothèque publique d'information,0.0,75,0.0
1280,1619,ASTI Saint-Germain-en-Laye,0.0,78,0.0
1281,1620,La Pierre Blanche,0.0,78,0.0
1282,1621,Coup de pouce solidaire,0.0,78,0.0
1332,1680,Petits frères des pauvres,0.0,78,0.0
1320,1666,Association Aurore,0.0,78,0.0
1321,1667,Maison médicale de Mureaux,0.0,78,0.0
1322,1668,Mission locale Intercommunale de Sartrouville,0.0,78,0.0
1323,1669,AMI Services Boucle de Seine,0.0,78,0.0
1325,1673,La Sève,0.0,78,0.0
1326,1674,Habitat et humanisme,0.0,78,0.0
1328,1676,Point de garde médicale,0.0,78,0.0
1330,1678,Ville de Saint Germain en Laye,0.0,78,0.0
1331,1679,Association générale des familles,0.0,78,0.0
1333,1681,AGIR ABCD,0.0,78,0.0
1283,1622,Bouche et Coeur,0.0,78,0.0
1335,1685,La croix bleue,0.0,78,0.0
1336,1689,Ville de La Verrière,0.0,78,0.0
1338,1691,CBL Réagir,0.0,78,0.0
1341,1694,Association Vie libre,0.0,78,0.0
1342,1695,Ville de Meulan-en-Yvelines,0.0,78,0.0
1343,1696,ARISSE,0.0,78,0.0
1344,1697,Délos Apei 78,0.0,78,0.0
1345,1698,CMPP Saint-Germain-en-Laye,0.0,78,0.0
1346,1699,Relais Jeunes et Familles 78,0.0,78,0.0
1319,1665,Mairie de Meulan,0.0,78,0.0
1318,1664,SOS HABITAT ET SOINS,0.0,78,0.0
1316,1662,Association AMISEY,0.0,78,0.0
1315,1661,Groupe SOS Solidarité,0.0,78,0.0
1284,1624,Arbre à pain,0.0,78,0.0
1285,1625,Fédération de l'entraide protestante,0.0,78,0.0
1288,1629,Mission Locale Intercommunale de Poissy-Conflans,0.0,78,0.0
1290,1631,Centre Hospitalier Intercommunal de Meulan-les-Mureaux,0.0,78,0.0
1291,1632,Women-Safe,0.0,78,0.0
1292,1635,CIDFF Yvelines,0.0,78,0.0
1294,1637,RESF,0.0,78,0.0
1295,1638,Coallia,0.0,78,0.0
1296,1640,Collectif Etrangers Français en Yvelines,0.0,78,0.0
1301,1647,Centre Hospitalier Intercommunal de Poissy Saint-Germain-en-Laye,0.0,78,0.0
1304,1650,ACSC,0.0,78,0.0
1305,1651,Association ACR,0.0,78,0.0
1307,1653,Fondation de l'Armée du Salut,0.0,78,0.0
1308,1654,OPPELIA,0.0,78,0.0
1310,1656,Fondation l’Élan Retrouvé,0.0,78,0.0
1311,1657,Centre Hospitalier de Plaisir,0.0,78,0.0
1312,1658,Emmaüs Communauté Bougival,0.0,78,0.0
1313,1659,Solidarité Chômeurs,0.0,78,0.0
1314,1660,APTIMA,0.0,78,0.0
1465,1822,Association Mantes Solidarité,0.0,78,0.0
1466,1823,Association au Cœur de la Fraternité 78,0.0,78,0.0
1467,1825,CLLAJ SQT,0.0,78,0.0
1677,2092,Alpha B Clichy,0.0,92,0.0
1664,2079,CSC Fontaine Gueffier Bagneux,0.0,92,0.0
1665,2080,GERMAE Châtenay,0.0,92,0.0
1666,2081,ASSOCIATION MAIN TENDUE POUR L'INTÉGRATION À PUTEAUX,0.0,92,0.0
1667,2082,Odyssées vers l'emploi,0.0,92,0.0
1670,2085,Association Espaces,0.0,92,0.0
1671,2086,Association Antraide,0.0,92,0.0
1673,2088,GRETA,0.0,92,0.0
1675,2090,92 médias,0.0,92,0.0
1676,2091,A.D.A.M - Aide aux migrants,0.0,92,0.0
1678,2093,Ardeur Boulogne,0.0,92,0.0
1662,2077,La maison des femmes,0.0,92,0.0
1680,2095,Ecole de la deuxième chance,0.0,92,0.0
1682,2097,Alcooliques anonymes,0.0,92,0.0
1684,2099,Association EIM,0.0,92,0.0
1685,2100,Croix-Rouge des Hauts-de-Seine - Unité locale de Courbevoie,0.0,92,0.0
1687,2102,Alpha Dialogue,0.0,92,0.0
1688,2103,Mouvement de vie Libre,0.0,92,0.0
1689,2104,CSF,0.0,92,0.0
1690,2105,ASSFAM,0.0,92,0.0
1691,2106,ATMF (Association des Travailleurs Maghrébins de France),0.0,92,0.0
1663,2078,Maison de la justice et du droit,0.0,92,0.0
1659,2074,Croix-Rouge des Hauts-de-Seine et Trampleim 92,0.0,92,0.0
1469,1827,CLLAJ Versailles,0.0,78,0.0
1638,2052,Centre socioculturel Valérie Méot Nanterre,0.0,92,0.0
1628,2042,ASD,0.0,92,0.0
1630,2044,Croix-Rouge des Hauts-de-Seine - Unité locale de Meudon,0.0,92,0.0
1631,2045,Association Authenti-cité,0.0,92,0.0
1632,2046,Association Bel Agir,0.0,92,0.0
1633,2047,Mairies de quartier Nanterre,0.0,92,0.0
1634,2048,Croix-Rouge des Hauts-de-Seine - Epicerie sociale grenier des 4 saisons,0.0,92,0.0
1635,2049,ASAV - Association pour l'Accueil des Voyageurs,0.0,92,0.0
1636,2050,ARCOP,0.0,92,0.0
1637,2051,Mairie de quartier Chemin de l'Isle Nanterre,0.0,92,0.0
1639,2053,Association Nahda,0.0,92,0.0
1658,2073,Croix-Rouge des Hauts-de-Seine - La Passerelle,0.0,92,0.0
1643,2058,Mairie de quartier du plateau - Mont Valérien Nanterre,0.0,92,0.0
1644,2059,Mairie de quartier du petit Nanterre,0.0,92,0.0
1645,2060,Association Hissez Haut,0.0,92,0.0
1646,2061,Ville de Nanterre - CSC Maison pour tous,0.0,92,0.0
1647,2062, Croix-Rouge des Hauts-de-Seine - Centre de santé polyvalent,0.0,92,0.0
1652,2067,Croix d'or,0.0,92,0.0
1653,2068,ISHAN,0.0,92,0.0
1654,2069,ASTI Vanves,0.0,92,0.0
1657,2072,Aurore,0.0,92,0.0
1692,2107,Association Pluriel,0.0,92,0.0
1693,2108,"Association Hispano-Americaine ""San Fernando""",0.0,92,0.0
1694,2109,CEAS (Centre pour l'emploi et l'action sociale) 92,0.0,92,0.0
1737,2152,Maison médicale de Meudon la forêt,0.0,92,0.0
1725,2140,Apprentis d'auteuil,0.0,92,0.0
1726,2141,Association Altaïr,0.0,92,0.0
1727,2142,Association club des Acacias,0.0,92,0.0
1730,2145,IMMAC,0.0,92,0.0
1731,2146,Tablée sainte thérèse,0.0,92,0.0
1732,2147,Association de l’entraide du figuier,0.0,92,0.0
1734,2149,Hopital Percy,0.0,92,0.0
1735,2150,Clinique de meudon la foret,0.0,92,0.0
1736,2151,Groupe hospitalier Paul Guiraud,0.0,92,0.0
1738,2153,L'Epicerie Solidaire Clichy,0.0,92,0.0
1695,2110,Conférence Saint-Vincent de Paul,0.0,92,0.0
1739,2154,Maison de services au public,0.0,92,0.0
1740,2155,Espace numérique,0.0,92,0.0
1741,2157,France Terre d'Asile,0.0,92,0.0
1742,2158,Société Saint Vincent de Paul Colombes,0.0,92,0.0
1743,2160,ECD,0.0,92,0.0
1745,2162,Passerelle 92,0.0,92,0.0
1747,2164,Croix-Rouge des Hauts-de-Seine - Unité locale de Suresnes,0.0,92,0.0
1748,2165,Croix-Rouge des Hauts-de-Seine - Unité locale de Saint-Cloud,0.0,92,0.0
1749,2166,Association Œuvre FALRET,0.0,92,0.0
1723,2138,Ligue des droits de l'homme,0.0,92,0.0
1722,2137,Comité de solidarité avec les sans-papiers,0.0,92,0.0
1721,2136,Sans-Papiers,0.0,92,0.0
1720,2135,Réseau éducation sans frontières Clichy,0.0,92,0.0
1696,2111,Croix-Rouge des Hauts-de-Seine - Unité locale de Neuilly,0.0,92,0.0
1697,2112,Association Femmes relais d'Antony,0.0,92,0.0
1698,2113,Club relais Bagneux,0.0,92,0.0
1699,2114,Ville de Bagneux - Jacques Prévert,0.0,92,0.0
1700,2115,Société Saint-Vincent de Paul,0.0,92,0.0
1701,2116,ARPE (Accueil Relais Parents Enfants),0.0,92,0.0
1703,2118,Le Jardin Solidaire,0.0,92,0.0
1704,2119,AFP Le Phare,0.0,92,0.0
1705,2120,Association Relais Pour l’Éducation et l’Insertion des Jeunes (ARPEIJE),0.0,92,0.0
1706,2121,Association AVVEJ,0.0,92,0.0
1707,2122,Jeunes dans la cité,0.0,92,0.0
1708,2123,Croix-Rouge des Hauts-de-Seine - Unité locale Fontenay-aux-Roses,0.0,92,0.0
1710,2125,ATTP (association de travail en temps partagé),0.0,92,0.0
1711,2126,Association Familiale de Meudon-la-forêt,0.0,92,0.0
1712,2127,OFII,0.0,92,0.0
1713,2128,Association des Amis de Jacky (ADAJ),0.0,92,0.0
1714,2129,Espace Colucci,0.0,92,0.0
1715,2130,Solidarité migrants rueil,0.0,92,0.0
1719,2134,Réseau éducation sans frontière et LDH,0.0,92,0.0
1626,2040,Ville de Villeneuve-la-Garenne,0.0,92,0.0
1625,2039,Ville d'Avray,0.0,92,0.0
1623,2037,Le Relais de Sarah,0.0,92,0.0
1529,1941,Ville de Nanterre,0.0,92,0.0
1515,1905,Mouvement contre le racisme et pour l'amitié entre les peuples -SQY,0.0,78,0.0
1517,1912,Ville de Conflans-Sainte-Honorine - Santé,0.0,78,0.0
1519,1916,Réseau des médiathèques Saint-Quentin-en-Yvelines,0.0,78,0.0
1523,1934,Département des Hauts-de-Seine – Institut des Hauts-de-Seine,0.0,78,0.0
1524,1936,Coallia,0.0,92,0.0
1525,1937,Ville de Clichy - Centre de santé Chagall Goüin,0.0,92,0.0
1526,1938,Ville de Colombes - CMS des Quatre Chemins,0.0,92,0.0
1527,1939,Ville de Fontenay-aux-Roses - CMS Simone Veil ,0.0,92,0.0
1528,1940,PMI et CPEF Thorez Nanterre,0.0,92,0.0
1532,1944,L'association magdalena,0.0,92,0.0
1551,1963,Seine-ouest Entreprise et emploi,0.0,92,0.0
1535,1947,Hôpital Raymond-Poincaré AP-HP,0.0,92,0.0
1537,1949,Centre Hospitalier Rives de Seine,0.0,92,0.0
1538,1950,Centre Hospitalier Départemental Stell,0.0,92,0.0
1539,1951,Centre Hospitalier des Quatre Villes St Cloud,0.0,92,0.0
1541,1953,Association Sida Parole - CAARUD 92 Nord,0.0,92,0.0
1543,1955,Association Hôpital Nord 92,0.0,92,0.0
1544,1956,AGATA,0.0,92,0.0
1547,1959,CSAPA Chimène - Issy les Moulineaux,0.0,92,0.0
1548,1960,CSAPA Chimène - Clamart,0.0,92,0.0
1514,1904,Mission locale Saint-Germain-en-Laye,0.0,78,0.0
1513,1903,Mairie de Vernouillet,0.0,78,0.0
1510,1900,Ville de Marly le Roi - Bibliothèque,0.0,78,0.0
1509,1899,Ville de Juziers - bibliothèque,0.0,78,0.0
1471,1829,Association Médecins de Rue,0.0,78,0.0
1472,1830,Département des Yvelines - MDPH,0.0,78,0.0
1473,1832,ASTI Mantes-la-Jolie,0.0,78,0.0
1476,1835,ASTI Maisons-Laffitte,0.0,78,0.0
1477,1838,CHI de Poissy/Saint Germain en Laye - CEGIDD,0.0,78,0.0
1480,1842,Association Œuvre FALRET,0.0,78,0.0
1481,1843,Fondation Leopold Bellan,0.0,78,0.0
1483,1845,AFTC IdF/Paris,0.0,78,0.0
1484,1846,Fondation des amis de l'atelier,0.0,78,0.0
1485,1847,Fondation des amis de l'atelier,0.0,78,0.0
1490,1852,Croix-Rouge des Yvelines - Unité locale de Sartrouville,0.0,78,0.0
1492,1854,Croix-Rouge des Yvelines - Unité locale de Maule-Neauple – Montfort,0.0,78,0.0
1493,1855,Croix-Rouge des Yvelines - Unité locale des Mureaux,0.0,78,0.0
1494,1856,Croix-Rouge des Yvelines - Pôle de lutte contre les exclusions,0.0,78,0.0
1498,1860,Croix-Rouge des Yvelines - Unité locale de Versailles,0.0,78,0.0
1500,1862,Croix-Rouge des Yvelines - Unité locale de Rambouillet,0.0,78,0.0
1501,1863,Croix-Rouge des Yvelines - Unité locale de Poissy,0.0,78,0.0
1502,1864,Croix-Rouge des Yvelines - Unité locale de Meulan-en-Yvelines,0.0,78,0.0
1508,1898,Mairie de Carrières-sur-Seine - Ludothèque,0.0,78,0.0
1550,1962,Mission Locale Asnières-Villeneuve,0.0,92,0.0
1553,1965,Mission Locale Colombes,0.0,92,0.0
1622,2036,Association Les Femmes Relais,0.0,92,0.0
1609,2022,Croix-Rouge des Hauts-de-Seine - Centre de santé polyvalent Boulogne ,0.0,92,0.0
1594,2006,Croix-Rouge des Hauts-de-Seine - Unité locale de Montrouge,0.0,92,0.0
1596,2008,Croix-rouge des Hauts-de-Seine - Unité locale d'Antony ,0.0,92,0.0
1598,2010,Euipe Saint-Vincent,0.0,92,0.0
1599,2011,Initiative Emploi,0.0,92,0.0
1600,2012,Les Alcooliques Anonymes,0.0,92,0.0
1601,2013,ALJT,0.0,92,0.0
1604,2017,Centre socioculturel Yannick-noah,0.0,92,0.0
1606,2019,Centre socioculturel Pavé Blanc Clamart,0.0,92,0.0
1608,2021,Association Louise Michel,0.0,92,0.0
1610,2023,Mairie de Sceaux,0.0,92,0.0
1554,1966,Mission Locale Gennevilliers,0.0,92,0.0
1611,2024,Société Saint-Vincent de Paul Sceaux,0.0,92,0.0
1612,2025,Maison de la justice et du droit des blagis,0.0,92,0.0
1613,2026,CAF des Hauts-de-Seine,0.0,92,0.0
1614,2027,Ville de Colombes,0.0,92,0.0
1615,2028,Ville de Fontenay-aux-Roses,0.0,92,0.0
1617,2030,Ville de La Garenne-Colombes,0.0,92,0.0
1618,2031,Ville de Issy-les-Moulineaux,0.0,92,0.0
1619,2032,Ville de Plessis-Robinson,0.0,92,0.0
1620,2033,Ville de Marnes-la-coquette,0.0,92,0.0
1591,2003,Croix-Rouge des Hauts-de-Seine - Unité locale de Rueil-Malmaison,0.0,92,0.0
1589,2001,ADAPT,0.0,92,0.0
1587,1999,Institut Hospitalier Franco-Britannique de Levallois-Perret,0.0,92,0.0
1583,1995,Ville d'Asnières,0.0,92,0.0
1556,1968,Mission Locale Rive de Seine,0.0,92,0.0
1557,1969,Mission Locale Ruel-Suresnes,0.0,92,0.0
1558,1970,Mission Locale Villeneuve-La-Garenne,0.0,92,0.0
1559,1971,Conseil départemental de l'accès au droit des Hauts-de-Seine,0.0,92,0.0
1562,1974,Ville de Nanterre - PAD,0.0,92,0.0
1564,1976,Solidarité Formation Médiation - Clichy,0.0,92,0.0
1565,1977,Tribunal de grande instance de Nanterre,0.0,92,0.0
1566,1978,Ville de Nanterre - Centre de santé Maurice Thorez,0.0,92,0.0
1567,1979,Hôpital Ambroise-Paré,0.0,92,0.0
1568,1980,Ville de Bagneux - CMS Louis-Pasteur,0.0,92,0.0
1570,1982,Ville d'Antony,0.0,92,0.0
1571,1983,Ville de Neuilly-Sur-Seine,0.0,92,0.0
1572,1984,Ville de Bagneux,0.0,92,0.0
1573,1985,Ville de Bois-Colombes,0.0,92,0.0
1575,1987,Ville de Bourg-la-Reine,0.0,92,0.0
1576,1988,Ville de Châtenay-Malabry,0.0,92,0.0
1578,1990, Ville de Chaville,0.0,92,0.0
1579,1991,Ville de Clamart,0.0,92,0.0
1580,1992,Ville de Clichy,0.0,92,0.0
4094,4764,Planning familial Hérault,0.0,34,0.0
3662,4320,Centre Médico-Psychologique de Sevran,,93,
3669,4327,Conseil Départemental de Seine-et-Marne,,77,
3672,4330,Activ'action,,67,
3677,4335,Croix Rouge 35,,35,
3678,4336,Restos du Cœur 35,,35,
3679,4337,Secours Populaire 35,,35,
3683,4341,NOSIG,,44,
3693,4351,Maison Pour Tous - Kléber ,,13,
3696,4354,Secours Catholique - Délégation d'Aix-en-Provence / Arles,,13,
3706,4365,Secours Catholique 35,,35,
3709,4369,ASTU - Actions Citoyennes Interculturelles,,67,
3710,4370,Centre Hospitalier d'Erstein,,67,
3712,4372,Croix Rouge 76,,76,
3718,4379,Les forges,,44,
3736,4399,Wake Up,,33,
3739,4402,Faits de coeur,,33,
3740,4403,Maison pour tous La Chapelle sur erdre,,44,
3745,4408,Petit  à petit,,44,
3749,4412,Cheops,,67,
3755,4418,A.P.D.L (Association Pour le Développement Local) du Pays de Martigues,,13,
3756,4419,Chom'actif,,63,
3759,4422,Maison Pour Tous - CS Saint Mauront,,13,
3760,4423,Action Solidarité Marseille,,13,
3761,4424,Mot à Mot,,13,
3762,4425,APE Les Minots de Saint Charles,,13,
3763,4426,Centre Social Baussenque,,13,
3765,4428,CHU de Montpellier,,34,
3766,4429,Service des Impôts des Particuliers - Yvelines,,78,
3769,4432,Ville de Chevreuse,,78,
3776,4439,Auberge du Coeur,,33,
3777,4440,ANPAA 63,,63,
3783,4446,Bordeaux Ville Sans Sida,,33,
3786,4456,Service social du CROUS de Créteil - Saint Denis,,93,
3787,4457,PIJ - Gagny,,93,
3788,4458,Villemomble partage - Villemomble,,93,
3789,4459,PIJ - Pierrefitte sur Seine,,93,
3790,4460,BIJ - Aubervilliers,,93,
3791,4461,Mosaïque « La santé par quatre chemins » - Aubervilliers,,93,
3792,4462,Médiathèque Georges Wolinski - Noisy le Grand,,93,
3793,4463,Centre Socioculturel Coopératif le 110,,93,
3794,4464,Centre Socioculturel Clara Zetkin,,93,
3795,4465,Association Bob'Uni,,93,
3796,4466,Action Sociale Mazone,,93,
3797,4467,Au Coeur de la Précarité ,,93,
3798,4468,Unité locale de l'Ourcq,,93,
3799,4469,APEIS - Saint-Denis,,93,
3800,4470,Ministère de la Transition écologique et solidaire,,93,
3801,4471,Epicerie solidaire Un Panier pour Tous,,93,
3802,4472,CAUP Montreuil,,93,
3803,4473,Croix Rouge Sevran temp,,93,
3804,4474,APEIS - La Courneuve,,93,
3805,4475,Centre social les Trois Quartiers,,93,
3806,4476,Unité Locale Sevran Villepinte - Croix Rouge française,,93,
3807,4477,Maisons des Adolescents,,93,
3808,4478,Unité Locale 3 communes - Croix Rouge Française,,93,
3809,4479,L'assiette migrante,,93,
3810,4480,Association pour le logement des jeunes (ALJ),,93,
3811,4481,Centre Municipal de Santé Saint-Denis,,93,
3812,4482,Hôpital  Ville-Evrard,,93,
3813,4483,Unité Locale Marne Plateau - Croix Rouge Française,,93,
3814,4484,Partage et Solidarité,,93,
3815,4485,Magasin Pour Rien,,93,
3816,4486,Association Bus Social Dentaire,,93,
3817,4487,Espace Mikado,,93,
3818,4488,Migrations Santé,,93,
3819,4489,Coeur ouvert et la main tendue,,93,
3820,4490,Association Française pour la Réduction des Risques (AFR),,93,
3821,4491,Hôpital Robert Ballanger,,93,
3822,4492,Epiceas Epicerie Aubervilliers Solidarité,,93,
3823,4493,Association pour la promotion du lien social (APLS),,93,
3824,4494,Secours Populaire Français - Fédération des Bouches-du-Rhône,,13,
3829,4499,Association Réduire les risques,,34,
3830,4500,Centre social AGORA de Fosses,,95,
3832,4502,Les Guillemets ,,63,
3837,4507,CSC Camille Claus,,67,
3838,4508,Musées de la Ville de Strasbourg,,67,
3839,4509,CSC Meinau,,67,
3840,4510,CSC Cardek,,67,
3842,4512,CCAS d'Ermont,,95,
3843,4513,Association pour la gestion d'outils d'insertion par l'économie (A.G.O.I.E),,95,
3844,4514,Pôle Emploi de Taverny,,95,
3845,4515,Centre socioculturel d'Arnouville,,95,
3846,4516,ACINA 95,,95,
3847,4517,Pôle emploi de Gonesse,,95,
3848,4518,Pôle Emploi de Sarcelles,,95,
3849,4519,APUI 95,,95,
3850,4520,Association la vie au grand air,,95,
3851,4521,MJD Argenteuil ,,95,
3852,4522,ANPAA 95 (CSAPA),,95,
3854,4524,"CCAS Clermont Ferrand
",,63,
3861,4531,ADEPAPE  06 ,,06,
3862,4532,Maison de la Famille - Neuilly sur Seine,,92,
3863,4533,WC Hauts-de-Seine,,92,
3864,4534,Ville Chatillon - Médiathèques,,92,
3865,4535,Structure Information Jeunesse Nanterre,,92,
3866,4536,Ville de Villeneuve la Garenne,,92,
3867,4537,Relais sévrien,,92,
3868,4538,SIJ Vanves,,92,
3869,4539,MRAP 92,,92,
3870,4540,Ville de Boulogne - cybers,,92,
3871,4541,Ville d'Issy les Moulineaux - Espace Jeune Anne Frank,,92,
3872,4542,PAD Antony,,92,
3873,4543,Ville de Fontenay aux Roses - Maison de quartier,,92,
3874,4544,Ville de Clamart - Médiathèque,,92,
3875,4545,Ville de Bagneux - Médiathèque,,92,
3876,4546,Réseau éducation sans frontière et ASTI,,92,
3877,4547,Ville de Montrouge - PIJ,,92,
3878,4548,Association Capucine,,92,
3879,4549,Fédération des Espaces pour la Santé des Jeunes,,92,
3880,4550,Ville d'Issy les Moulineaux,,92,
3881,4551,LDH Clichy la Garenne,,92,
3882,4552,Aout secours alimentaire 92,,92,
3883,4553,PAD de Saint Cloud,,92,
3884,4554,Ville de Vanves - Bibliothèques,,92,
3885,4555,Intervalle 92,,92,
3886,4556,SBC Insertion,,"94,92",
3888,4558,Agence départementale d'information sur le logement - ADIL 77,,77,
3889,4559,Mairie de La Verrière,,78,
3890,4560,Mairie de Saint Léger en Yvelines,,78,
3891,4561,Mairie de Louveciennes,,78,
3892,4562,France Alzheimer Yvelines,,78,
3893,4563,Communauté des Communes du Pays Houdanais,,78,
3894,4564,Centre Social de l'Almont - Médiathèque La Boussole,,77,
3895,4565,Mairie de Chateaufort,,78,
3896,4566,Mairie de Chapet,,78,
3897,4567,Mairie de Favrieux,,78,
3898,4568,Mairie de Longnes,,78,
3899,4569,Mairie de Sailly,,78,
3900,4570,Mairie du Prunay en Yvelines,,78,
3901,4571,Mairie du Chesnay-Rocquencourt,,78,
3902,4572,Mairie de Goussonville,,78,
3903,4573,CCAS de Coupvray,,77,
3905,4575,EPISOL 36,,36,
3906,4576,Restos du Coeur ,,36,
3907,4577,EPIS 36,,36,
3908,4578,Coup de pouce,,36,
3909,4579,Ville de Levallois - Médiathèques,,92,
3910,4580,Croix-Rouge des Hauts de Seine - Unité locale d'Asnières sur Seine,,92,
3911,4581,Centre de santé Jean Jaurès ,,92,
3912,4582,Croix-Rouge des Hauts de Seine - Unité locale d'Issy les Moulineaux,,92,
3913,4583,Maison de quartiers - Les Sorbiers,,92,
3914,4584,La table de Cana - Antony,,92,
3915,4585,Écollectif Briand - Courbevoie,,92,
3916,4586,Centre Culturel Jeunesse Loisir - Fontenay-aux-Roses,,92,
3917,4587,CPEF de Vanves,,92,
3918,4588,Envie,,92,
3919,4589,Ville de Courbevoie - Bibliothèques,,92,
3920,4590,La Table de Cana Gennevilliers ,,92,
3921,4591,Psys du Coeur Suresnes,,92,
3926,4596,ESBIS (Epicerie Sociale Itinérante Boischaut Sud),,36,
3927,4597,SOLIDAGO,,36,
3928,4598,Epicerie Solidaire L'Envol,,36,
3929,4599,Au Panier Garni,,36,
3930,4600,DOMIFASOL,,36,
3931,4601,Epicerie Sociale 1 G'est,,36,
3932,4602,Epicerie Solidaire Le P’tit +,,36,
3933,4603,Epicerie Sociale Habitat Jeunes (ESHAJ),,36,
3934,4604,Les 4 Pains,,36,
3935,4605,Espace Sénior Issy-les-Moulineaux,,92,
3936,4606,Epicerie Sociale Théopolitaine,,36,
3937,4607,Médiathèque Jean d'Ormesson - Ville de Clichy,,92,
3938,4608,Les Hélices Seine Ouest Insertion,,92,
3939,4609,Epicerie sociale Chatilonnaise,,36,
3940,4610,Ville de Châtenay-Malabry  - Médiathèques,,92,
3941,4611,Secours populaire - Fédération départementale de l'Indre,,36,
3942,4612,Université de Paris,,92,
3943,4613,Régie de quartier Nanterre,,92,
3944,4614,Dialogues Partenaires Services,,92,
3945,4615,Ville d'Avray - Médiathèque,,92,
3946,4616,Ville de boulogne- billancourt - Bibliothèque,,92,
3947,4617,La Parentèle Chatenay-Malabry,,92,
3948,4618,CAP Emploi Hauts-de-Seine,,92,
3949,4619,Groupe ARES,,92,
3950,4620,Suez,,92,
3951,4621,Imarge - PAEJ Issy les Moulineaux,,92,
3952,4622,Equalis,,92,
3953,4623,Qualité Service ,,92,
3954,4624,PIJ - Fontenay-aux-Roses,,92,
3955,4625,Régie de quartier Bagneux,,92,
3956,4626,Ville d'Asnières-sur-Seine - Médiathèques,,92,
3957,4627,Ville de Suresnes - PAEJ,,92,
3958,4628,Médiathèque Martre - Ville de Clichy,,92,
3959,4629,CMM Raymond Burgos Suresnes,,92,
3960,4630,Maison de quartier Gambetta Suresnes,,92,
3961,4631,Humando,,92,
3962,4632,DINAMIC - Groupe Vitamine T,,92,
3963,4633,Faraide,,92,
3964,4634,Croix-Rouge - CMPP Alfred Binet,,92,
3965,4635,La Fabric'a,,92,
3966,4636,SAS Solutis,,92,
3967,4637,Comité Catholique contre la faim et pour le développement.,,92,
3968,4638,Mosquée de Colombes,,92,
3969,4639,PIMMS 92,,92,
3970,4640,Ville de Rueil Malmaison,,92,
3971,4641,Métal Qualité Service ,,92,
3972,4642,Ville de Villeneuve-la-Garenne - Médiathèque,,92,
3973,4643,Ville de Garches - Médiathèques,,92,
